id,title,subtitle,tag,rating_number,instructor,rating_1_star,rating_2_star,rating_3_star,rating_4_star,rating_5_star,publish_date,discounted_price,original_price,discount_percentage,category,sub_category,sub_sub_category,section_number,lectures_number,time_spend,level,language,url 
1106,Adobe Illustrator Pattern Making Masterclass,Boost your Graphic Design skills - make seamless patterns in Illustrator - in-depth training for all experience levels,N/A,"Xếp hạng: 4,5/54,5 (258 xếp hạng)1.301 học viên","Helen BradleyDesigner, Adobe Illustrator & Procreate 5 Trainer4,7 xếp hạng giảng viên933 đánh giá3409 học viên14 khóa họcHelen Bradley is an expatriate Australian, designer, and educator. She specializes in teaching graphic design using Adobe Illustrator, Procreate 5X, and Adobe Photoshop. She also teaches photo-editing with Lightroom and Photoshop. Helen has taught hundreds of thousands of students world wide and she is recognized as a skilled trainer who ""knows her stuff"" and who is able to communicate even highly technical and complex processes so they are easy to understand. Apart from her technical expertise, one thing students frequently comment on is her lack of 'fluff' she doesn't waste time and she gets to the point quickly.Hiện thêmẨn bớt",68%,26%,6%,< 1%,< 1%,Lần cập nhật gần đây nhất 6/2021,449.000 ₫,N/A,N/A,Thiết kế,Thiết kế & Minh họa đồ họa,Adobe Illustrator,10 phần,49 bài giảng,5 giờ 6 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/make-patterns-in-illustrator/
1107,An Introduction to Stage Lighting,A broad over-view of Stage Lighting Concepts,Bán chạy nhất,"Bán chạy nhấtXếp hạng: 4,4/54,4 (258 xếp hạng)890 học viên","Alistair KilbeeTechnical Production For Stage4,3 xếp hạng giảng viên349 đánh giá1085 học viên2 khóa họcAt Splitbeam we understand the importance of continued growth within the entertainment industry, we encourage anyone with enthusiasm and a thirst for knowledge. We are passionate about Theatre and the Arts.",52%,29%,16%,1%,2%,Lần cập nhật gần đây nhất 11/2020,869.000 ₫,N/A,N/A,Thiết kế,Thiết kế khác,Rạp hát,1 phần,9 bài giảng,1 giờ 2 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/an-introduction-to-stage-lighting/
1108,Social Media Graphics Design Masterclass with Adobe & Canva,"A Comprehensive Guide to Designing Stunning Graphics with Adobe Photoshop, Illustrator, and Canva",N/A,"Xếp hạng: 4,3/54,3 (257 xếp hạng)29.259 học viên","James Joab SorenGraphics Designer Expert4,3 xếp hạng giảng viên3390 đánh giá168350 học viên21 khóa họcJames Soren is a passionate and experienced graphic designer with 3 years of industry experience in Graphics Design. He specializes in Adobe and has helped clients across various industries achieve their design goals. James is also dedicated to sharing his knowledge and skills.""I believe everyone has the potential to create impactful designs,"" says James. ""My goal is to empower students with the skills and knowledge they need to bring their creative visions to life and succeed in the design industry.""",49%,36%,11%,2%,2%,Lần cập nhật gần đây nhất 3/2025,399.000 ₫,N/A,N/A,Thiết kế,Thiết kế & Minh họa đồ họa,Adobe Photoshop,1 phần,25 bài giảng,6 giờ 19 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/social-media-graphics-design-masterclass-with-adobe-canva/
1109,Graphic Design Elements: Color Theory and Application,Learn how to use color fundamentals like a professional graphic designer.,N/A,"Xếp hạng: 4,4/54,4 (257 xếp hạng)16.249 học viên","Chraibi AdamDesigner And Video Editor4,4 xếp hạng giảng viên411 đánh giá57862 học viên4 khóa họcAdam Chraibi, is a professional graphic designer and animator based in Casablanca, Morocco, with more than 6 years experience in freelance work.Before that he worked as Interim designer with big companies such as an Airline company, Ad Agency and Facebook.Adam is also an established online Instructor wit over 50k happy students around the world.Adam main skills and interests areBrand Design using programs such as (Illustrator, Photoshop and InDesign)Animation  (Logo Animation motion graphics and character animation)Video editing and color grading (DaVinci Resolve and Premiere Pro)Pencil DrawingHiện thêmẨn bớt",47%,36%,14%,3%,< 1%,Lần cập nhật gần đây nhất 4/2020,399.000 ₫,N/A,N/A,Thiết kế,Thiết kế & Minh họa đồ họa,Adobe Photoshop,10 phần,67 bài giảng,2 giờ 43 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/graphic-design-elements-color-theory-and-application/
1110,Learn ZBrush with this Beginners Compendium Online Course,Complete Beginners Guide to all Major Features of Pixelogics Zbrush,N/A,"Xếp hạng: 4,6/54,6 (257 xếp hạng)1.230 học viên","UK Online Training CentreOnline training centre based in the UK creative studies4,4 xếp hạng giảng viên1070 đánh giá18481 học viên22 khóa họcUK Online Training Centre specialist in creative design and visualization software
Who am I? My Name is David Newton and I will be your course instructor, I have been training people online since 2002 with you tube and now I offer my skills to you on Udemy.
My skill sets range from Graphic design all the way through to 3D Concept, animation and rigging. I work professionally across all these fields today! so you can be assured your getting the latest skills from a professional!
Some companies I have worked for include: British Airways, Virgin Atlantic, Qantas, United Emirates, MOD, RAF, Pepsi and Ubisoft.
As well as B2B I have done a ton of work for the B2C sector as well and still do.
Stay ConnectAs well as Udemy I like to keep all my social media pages buzzing with updates! check out my FREE courses on You Tube and my great deals on my website!Hiện thêmẨn bớt",63%,27%,8%,1%,1%,Lần cập nhật gần đây nhất 2/2018,419.000 ₫,N/A,N/A,Thiết kế,3D & Hoạt hình,zBrush,6 phần,36 bài giảng,5 giờ 4 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/learn-zbrush-with-this-beginners-compendium-online-course/
1111,VFX Compositing with After Effects: The Complete Edition,A comprehensive guide to compositing for live-action films in post-production visual effects using Adobe After Effects.,N/A,"Xếp hạng: 4,2/54,2 (257 xếp hạng)1.640 học viên","Vicki LauMulti-Hyphenate Artist, VFX Pro, TEDx Speaker, Author4,4 xếp hạng giảng viên3105 đánh giá69919 học viên11 khóa họcVicki started as a humble student of digital media back in the small city of Singapore with a background in visual effects in film and television and computer programming. Without any contacts or connections in the United States, she began her career at the age of 18 from Singapore, working her way up into the Hollywood film industry and landing her first break working on AMC's hit series, The Walking Dead (Season 4), as well as other movies such as Guardians of the Galaxy, War for the Planet of the Apes and the recent Aquaman.Already recognized by her country and by major organizations as an expert in her field, Vicki has made great strides for someone her age, being in consistently high demand for jobs - averaging about 4 job offers and requests for interviews per freelance month(s) of availability, whilst her peers are still struggling to find their first entry-level position in the field. At only 24 years of age, she was one of the youngest speakers and presenters at the SMPTE Annual Technical Conference in its time, where she was a panelist and speaker for virtual reality in motion pictures.She gave a TEDx talk on visual effects and virtual reality in May 2016 at Napa Valley, CA and in November 2018, was invited to speak as a keynote speaker at Elliott Masie's Learning 2018 conference, along with keynote speakers Former First Lady Laura Bush and Hamilton star Leslie Odom, Jr.Why Learn from Vicki?What makes Vicki different from other VFX instructors is that she actually worked IN Hollywood, California itself, brushing elbows with many names and even being invited to the Emmy Awards in 2014. Vicki shares with her students REAL insights that people in the Hollywood industry uses.Learn from someone who actually worked IN Hollywood, CA at the MAJOR studios and blockbuster hits, and not some project outsourced to a small country or city at an unknown studio or from someone who claims to know ""the secrets,"" by mimicking other successful instructors' language and content.Trust, but verify. You can check out Vicki's IMDb page as proof. Hiện thêmẨn bớt",49%,31%,11%,5%,4%,Lần cập nhật gần đây nhất 2/2022,419.000 ₫,N/A,N/A,Thiết kế,3D & Hoạt hình,Kết hợp các hiệu ứng hình ảnh,4 phần,21 bài giảng,1 giờ 52 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/vfx-compositing-with-after-effects-the-complete-edition/
1112,"The Ultimate Blender 3D Simulations, Physics & Particles","Master 3D Simulations, Physics and Particles in Blender! 4.4 Compatible!",N/A,"Xếp hạng: 4,7/54,7 (259 xếp hạng)3.459 học viên","Alex Cordebard3D Artist Instructor4,7 xếp hạng giảng viên15647 đánh giá87112 học viên16 khóa họcMy name is Alex and I am a 3D artist, teaching and working with 3D graphics for the last 8 years and helping thousands to also master the art of 3D! I have a passion for art, for teaching and helping students to not only learn but have a fun experience while doing so. Blender 3D program is my drug of choice and I love it. I've been passionate about art my whole life and look to instill that passion to my students through my teachings!I am a positive guy and originally from France. I love helping people and putting a smile on their face. I am an artist at heart not only with 3D art but with poetry and music. Look forward to serving you!",82%,15%,3%,< 1%,< 1%,Lần cập nhật gần đây nhất 4/2025,1.159.000 ₫,N/A,N/A,Thiết kế,3D & Hoạt hình,Blender,9 phần,144 bài giảng,37 giờ 19 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/blender-simulations-physics-particles/
1113,Unlocking the Power of Color and Light in Design,All the Essentials for Professionally Coloring and Expertly Lighting Any Interior Space,N/A,"Xếp hạng: 4,3/54,3 (257 xếp hạng)7.214 học viên","Studio DesignInterior design4,4 xếp hạng giảng viên1244 đánh giá24160 học viên6 khóa họcAt Studio Design, we empower aspiring designers with comprehensive, hands-on courses designed to bring creativity and professionalism to the world of interior design. Our programs cover essential skills like space planning, blueprint reading, color theory, and styling, as well as insights into managing a successful design business.Whether you're new to design or looking to refine your expertise, our courses provide the tools, resources, and mentorship to turn your passion into a thriving career. Join us to learn, grow, and transform spaces with purpose and style.",47%,33%,16%,3%,1%,Lần cập nhật gần đây nhất 1/2025,479.000 ₫,N/A,N/A,Thiết kế,Thiết kế nội thất,Thiết kế nội thất,4 phần,24 bài giảng,2 giờ 34 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/introduction-to-interior-design/
1114,Logo Design: Mastering the Wordmark,"Discover how to design creative, unique and relevant wordmark logo designs.",N/A,"Xếp hạng: 4,4/54,4 (256 xếp hạng)1.759 học viên","Gary SimonProfessional Freelance Designer & Course Instructor4,3 xếp hạng giảng viên24822 đánh giá326540 học viên16 khóa học  	      Gary Simon is a professional freelance graphics and web designer with well over a decade of experience. Having served over a thousand clients, Gary understands many facets of the design industry.  
  	      He has also been a course instructor for several of the top online education websites, teaching a wide range of topics including:  
 Web Design Graphic Design Mobile / GUI Design 3D Motion Graphics 
  	Gary began designing websites in 2000, and just a few years later started focusing on identity design. From that point on, Gary grew a large clientele that allowed him to fully develop skills that extend beyond design alone.  
  	The following is a list of web technologies in which Gary is proficient:  
 HTML & CSS (Responsive) JavaScript & jQuery XML PHP MySQL 
  	He is also an expert with the following software:  
 Adobe Photoshop Adobe Illustrator Adobe After Effects 
  	Gary began teaching his skills to others after releasing a single logo design tutorial, which has since garnered over a million views. In 7 years, Gary has released over 200 video tutorials and 20+ video courses. On his Youtube channel alone, his videos receive a half million views monthly. He enjoys connecting with students and  helping them develop their skills on an on-going and frequent basis.  Hiện thêmẨn bớt",51%,30%,16%,2%,1%,Lần cập nhật gần đây nhất 11/2015,449.000 ₫,N/A,N/A,Thiết kế,Thiết kế & Minh họa đồ họa,Thiết kế logo,2 phần,17 bài giảng,1 giờ 59 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/wordmark/
1115,The Complete Bipedal Rigging for Games in Maya Course,Learn the complete rigging and skinning process for bipeds using Maya with a focus on game characters!,N/A,"Xếp hạng: 4,6/54,6 (255 xếp hạng)1.924 học viên","3dmotive LLCHigh Quality 3d and Game Art Training by Industry Pros!4,2 xếp hạng giảng viên8658 đánh giá89764 học viên129 khóa học3dmotive is High Quality 3d and Game Art Training by Industry Pros! Whether you are brand new to the world of Game Art, 3d, Architecture or Film - or maybe just interested in brushing up your techniques for intermediate or advanced levels of 3d with a focus on video games, 3dmotive is your one-stop-shop for all your 3d and Game Art related tutorials! Got questions? Interested in a new course topic? Let us know!",57%,35%,7%,1%,< 1%,Lần cập nhật gần đây nhất 4/2017,399.000 ₫,N/A,N/A,Thiết kế,Công cụ thiết kế,Gắn khung xương 3D,2 phần,29 bài giảng,6 giờ 7 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/3dmotive-the-complete-bipedal-rigging-in-maya-course/
1116,Learn Wilcom Embroidery Digitising Full Course in English,Wilcom Computerized Embroidery Digitising Complete Course - Step by Step Explanation From Beginners to Pro,N/A,"Xếp hạng: 4,1/54,1 (254 xếp hạng)1.325 học viên","Ghulam RasoolProfessional and Experienced IT Trainer4,2 xếp hạng giảng viên515 đánh giá2407 học viên9 khóa họcProf. Ghulam RasoolETFD, BCS, MCS, M.A. (Econ.)MPhil Computer ScienceAreas of Expertise:· Embroidery Digitizing· Embroidery Designing· Graphics Designing· Autodesk Suite· Multimedia Suite· Web Designing· Software Development· Affiliate Marketing· Web Development· Ethical Hacking· MS Office SuiteOver 15 years of experience in teaching; currently working with Allied College of Information Technology, IT-Hub College of Advanced Technologies Lahore.Have served in leading Institution across Pakistan, Where taught market oriented courses with zeal.Proficient in planning and developing appropriate teaching programs to optimize learning process effectively addressing student needs.Skilled in integrating relevant technology to support classroom instruction and learning activities.Hands-on experience in developing curriculum to accommodate different learning styles and maximizing students’ comprehension.Hiện thêmẨn bớt",47%,27%,18%,4%,4%,Lần cập nhật gần đây nhất 9/2024,1.249.000 ₫,N/A,N/A,Thiết kế,Công cụ thiết kế,Thêu thùa,10 phần,39 bài giảng,4 giờ 45 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/learn-wilcom-embroidery-digitising-full-course-in-english/
1117,Effective iOS & Android App Icon Design,"In this course, learn how to design spectacular app launchers for both iOS & Android using Photoshop & Illustrator.",N/A,"Xếp hạng: 4,3/54,3 (254 xếp hạng)3.013 học viên","Gary SimonProfessional Freelance Designer & Course Instructor4,3 xếp hạng giảng viên24822 đánh giá326540 học viên16 khóa học  	      Gary Simon is a professional freelance graphics and web designer with well over a decade of experience. Having served over a thousand clients, Gary understands many facets of the design industry.  
  	      He has also been a course instructor for several of the top online education websites, teaching a wide range of topics including:  
 Web Design Graphic Design Mobile / GUI Design 3D Motion Graphics 
  	Gary began designing websites in 2000, and just a few years later started focusing on identity design. From that point on, Gary grew a large clientele that allowed him to fully develop skills that extend beyond design alone.  
  	The following is a list of web technologies in which Gary is proficient:  
 HTML & CSS (Responsive) JavaScript & jQuery XML PHP MySQL 
  	He is also an expert with the following software:  
 Adobe Photoshop Adobe Illustrator Adobe After Effects 
  	Gary began teaching his skills to others after releasing a single logo design tutorial, which has since garnered over a million views. In 7 years, Gary has released over 200 video tutorials and 20+ video courses. On his Youtube channel alone, his videos receive a half million views monthly. He enjoys connecting with students and  helping them develop their skills on an on-going and frequent basis.  Hiện thêmẨn bớt",46%,32%,17%,3%,2%,Lần cập nhật gần đây nhất 9/2014,419.000 ₫,N/A,N/A,Thiết kế,Thiết kế & Minh họa đồ họa,Thiết kế ứng dụng mobile,3 phần,13 bài giảng,1 giờ 12 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/effective-ios-android-app-icon-design/
1118,Substation Power Engineering Fundamentals,Learn all about Power Substations with this course!,N/A,"Xếp hạng: 4,1/54,1 (253 xếp hạng)18.404 học viên","Mike LA Power Utility Professional Instructor4,0 xếp hạng giảng viên3482 đánh giá133149 học viên30 khóa họcMike has been working for many years in the power utility industry. He has experienced working in various roles within the industry and have experience in teaching engineering concepts to the public, fellow engineers and power line professionals. Now, taking all that he has learned, he will help you in discovering the amazing career opportunities within the power utility world. After graduation, he discovers that many knowledge from the power utility world were not being taught in university courses. Like many engineer graduates who first entered the industry, he soon discovers that although the theoretical knowledge taught in school provides a fundamental knowledge base, it is not adequate to even to do the most basics of engineering job functions. In fact, he soon found out that he could not even communicate things properly with other coworkers as there are various industry-specific lingo and practice that it is very hard to learn without working within the industry for years and years. Furthermore, knowledge in the how-to are not commonly found in the internet and a lot of times individual teams would only keep knowledge to themselves. This means that even if you are working in these companies, chances are that you may not get the overall picture as much as you hope.Most people may feel paralyzed and don't know where to start in how to get into the industry or to gain more industrial knowledge. Even worse, most training courses provided by industry leaders are available only to certain employees of their business clients. Power utility industry provides one of the most basic of needs in modern society and is also one of the industry that will experience rapid growth within the next twenty years. This industry needs professionals like YOU to make electricity more accessible and affordable for the present and the future. Mike believes that the knowledge and skills in this industry should be affordable and open to all. These courses should teach real life skills that are applicable to the industry and help students in landing their dream job; they should not waste a student's valuable time. Having learned important lessons from working in both engineering and utility companies, Mike will teach you the foundations that will help launch your career in the power utility industry.Mike promises you that there are no other courses out there as comprehensive and as well explained catering specifically to the power utility industry. Hiện thêmẨn bớt",31%,38%,20%,7%,4%,Lần cập nhật gần đây nhất 8/2019,399.000 ₫,N/A,N/A,Thiết kế,Thiết kế khác,Kỹ thuật năng lượng điện,5 phần,24 bài giảng,3 giờ 11 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/substation-power-engineering-fundamentals/
1119,Sketch App - Modern UI Design,Design User Interfaces for Apps & Web,N/A,"Xếp hạng: 4,3/54,3 (253 xếp hạng)1.533 học viên","Greg Roglearnux.io4,4 xếp hạng giảng viên4720 đánh giá47168 học viên10 khóa họcMy work is all about design, coding, and education. For over 10 years I've been a professional designer, design lead and UX consultant for companies such as Microsoft, Google, Adobe or Wacom. I created the biggest local website with video tutorials on code, design and more with over 100.000 clients. I also run a software house and a training facility, speak at design conferences and more. I'm curious, passionate and I love sharing knowledge.",56%,26%,13%,2%,3%,Lần cập nhật gần đây nhất 8/2018,469.000 ₫,N/A,N/A,Thiết kế,Thiết kế & Minh họa đồ họa,Phần mềm Sketch,11 phần,50 bài giảng,7 giờ 20 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/sketch-app-modern-ui-design/
1120,Learn Illustrator CC: Create a Simple Flat Vector Orc,Start learning Adobe Illustrator CC by creating a Flat Orc Character in this quick and easy course.,N/A,"Xếp hạng: 4,6/54,6 (252 xếp hạng)34.016 học viên","Jonathan LamGame Artist | Concept Artist | Graphic Designer4,5 xếp hạng giảng viên2522 đánh giá192832 học viên8 khóa họcHi everyone! My name is Jonathan Lam and I'm a Digital Artist on a mission to empower, educate and inspire creative students just like you to gain the creative skills you desire! Currently I work for Ubisoft as a concept and game artist. My skills range from graphic design, illustration, animation, 3D modelling/sculpting, concept art and video editing. Some of the projects I've worked on include Hungry Shark World, Hungry Shark Evolution, Starbeard and the Kickstarter Funded Game called Eminence: Xander's Tales.I've also worked with many high profile clients including Riot Games, Sony Entertainment, Hasbro and Google as a graphic designer and illustrator.",43%,38%,12%,5%,2%,Lần cập nhật gần đây nhất 10/2019,399.000 ₫,N/A,N/A,Thiết kế,Thiết kế & Minh họa đồ họa,Adobe Illustrator,3 phần,8 bài giảng,1 giờ 16 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/learn-illustrator-cc-create-a-simple-flat-vector-orc/
1121,eBook Cover Design,Learn to create high definition eBook Covers using Microsoft Powerpoint in this course.,N/A,"Xếp hạng: 4,7/54,7 (7 xếp hạng)65 học viên","Brian DaleInternet Marketing Tutor3,9 xếp hạng giảng viên345 đánh giá16023 học viên21 khóa học  	      Brian Dale specializes in teaching numerous areas and disciplines in online marketing for entrepreneurs and small businesses. He believes an effective online marketing plan must be centered around industry specific geo-targeted keyword strategies as well as executed through use of Internet marketing best practices.   	      With each new product and service launch, entrepreneurs must have an effective strategy which must extend well beyond their website. Key to realizing traffic and sales goals are the 12 Pillars of online marketing which are;   	      1. Website hierarchy, navigation and design   	      2. Organic search rankings (Seo)   	      3. Video Marketing   	      4. Paid Search Advertising   	      5. Social Media SEO   	      6. Mobile Marketing   	      7. Optimized Content Creation and distribution   	      8. Direct Call to Action   	      9. Sales funnel management  10. Email & APP Marketing   	      11. Back Link Strategies   	      12. APPS   	      Every area of our curriculum benefits students by teaching how to gain immediate as well as long-term brand recognition using tools available.  	      This is indeed a true saying -*""If entrepreneurs and small businesses aren't effectively managing their online brand messaging, someone else will and should a market niche not be filled by you, another will come along and do so""*!   	      Browse through our courses below and sample our FREE course previews offerings but more importantly - *JOIN US TODAY*!  Hiện thêmẨn bớt",57%,43%,0%,0%,0%,Lần cập nhật gần đây nhất 11/2014,449.000 ₫,N/A,N/A,Thiết kế,Thiết kế & Minh họa đồ họa,Sáng tạo eBook,5 phần,14 bài giảng,1 giờ 37 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/ebooks-cover-design/
1122,Demon Huntress in Blender course,Female armored 3D character creation in Blender with stylized hair,N/A,"Xếp hạng: 4,7/54,7 (548 xếp hạng)4.336 học viên","NIkolay Naydenov3d character artist and tutor4,8 xếp hạng giảng viên7538 đánh giá28310 học viên25 khóa họcI have interest in arts since i was a very little kid. I was drawing all the time at school and at home. I was barely going out to play with the other kids, and later go to night clubs. Drawing and books were my passions. Later i became a Graphic Designer and then i was 3D character artist at Gameloft for 15 years. I have more than 10 years of experience with Zbrush, but now i use the amazing free software Blender and make courses and characters with its help.",79%,18%,2%,1%,< 1%,Lần cập nhật gần đây nhất 6/2022,1.679.000 ₫,N/A,N/A,Thiết kế,3D & Hoạt hình,Blender,1 phần,41 bài giảng,23 giờ 7 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/demon-huntress-in-blender-course/
1123,Master Concept Design Presentations with SketchUp and LayOut,Create Conceptual Design Presentations using SketchUp & LayOut: A Guide to Concept Design Modeling,N/A,"Xếp hạng: 4,7/54,7 (30 xếp hạng)164 học viên","SketchUp ArtsINTRIOR DESIGN4,7 xếp hạng giảng viên30 đánh giá4658 học viên1 khóa họcStep into a world where design comes alive,  I’m Laura, your mentor, here to inspire & guide. From principles rooted to practices refined,  I’ll share every secret, every insight of mine.  Whether you’re starting or already in stride,  My courses will lift you, your skills amplified.  Let’s transform your dreams into spaces that shine,  Where beauty and purpose seamlessly align.Enroll now, take the stairs, and let your talents unfold,  Together, we’ll craft stories in designs bold!Hiện thêmẨn bớt",77%,20%,3%,0%,0%,Lần cập nhật gần đây nhất 3/2025,779.000 ₫,N/A,N/A,Thiết kế,Thiết kế nội thất,Nghệ thuật ý tưởng,5 phần,30 bài giảng,1 giờ 43 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/concept-design-presentations-in-sketchup-layout/
1124,Learn the ART of Level Design,"Learn Design Principles and Techniques so you too, can build video game levels like the pros.",Bán chạy nhất,"Bán chạy nhấtXếp hạng: 4,7/54,7 (336 xếp hạng)3.102 học viên","Kevin OxlandGame Developer, Creative Director and Writer4,6 xếp hạng giảng viên2081 đánh giá15323 học viên4 khóa họcI designed, wrote and sold my first game on the Commodore 64 and have spent 30 years working in the video games industry as an artist, designer and writer.I have developed games from the 8 bit Commodore 64 era through the 16 bit Amiga and consoles, like the SNES and SEGA Megadrive, right up to current day hardware.I have worked for some of the top game companies like Ocean Software, Virgin Interactive Entertainment and Westwood Studios, and I've worked on many high profile products such as 'The Lion King' and 'Pinocchio' for Disney, Vita Pets and EyePet for Sony among many others. My current studio also worked on some key titles like 'Little Big Planet' and 'Motorstorm' for Sony, to name a few.I now work in the industry as a Creative Director, working with the latest software and hardware for all current consoles, mobile devices and PC.Hiện thêmẨn bớt",58%,28%,8%,3%,3%,Lần cập nhật gần đây nhất 8/2020,519.000 ₫,N/A,N/A,Thiết kế,Thiết kế trò chơi,Thiết kế các màn chơi,10 phần,75 bài giảng,13 giờ 3 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/learn-the-art-of-level-design-part-1/
1125,"Spline Course: 3D Modelling, Animating and Web Integration",Master 3D modeling and animating with Spline Design. Unleash your creativity and become a successful 3D designer.,N/A,"Xếp hạng: 4,7/54,7 (45 xếp hạng)226 học viên","its DavidMaster 3D Design, Web Development & UI/UX Design4,7 xếp hạng giảng viên45 đánh giá226 học viên1 khóa họcJoin me, David, a creative agency owner from Freiburg, Germany, as I share my passion for design and technology. In this course, you'll dive into the exciting world of 3D Design, Web Development, and UI/UX Design. Whether you're just starting out or looking to sharpen your skills, I'll guide you every step of the way with practical insights and hands-on experience. I'm excited to help you grow as a designer and developer. Feel free to reach out anytime — I'm here to support you on this journey. Let's create something amazing together!",73%,20%,7%,0%,0%,Lần cập nhật gần đây nhất 9/2024,949.000 ₫,N/A,N/A,Thiết kế,3D & Hoạt hình,Hoạt hình 3D,9 phần,29 bài giảng,9 giờ 33 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/spline-course-3d-modelling-animating-and-web-integration/
1126,Animate a professional looking jump in Autodesk Maya,Learn professional 3D animation workflows by animating and delivering a high quality human jump in Autodesk Maya,N/A,"Xếp hạng: 4,7/54,7 (69 xếp hạng)398 học viên","Amedeo BerettaAnimation Director/ Tutor4,7 xếp hạng giảng viên149 đánh giá674 học viên3 khóa họcHi, my name is Amedeo Beretta and I animate in production and teach students and professionals since the year 2003. I worked on VFX and full CGI features, series, TV ADs, Video Games and promotional videos.I am specialized in character animation, but I started off as a generalist, developing skills in concept art, 3D modelling, texturing, rigging, shading, rendering, and compositing.My credits include Paul, John Carter, and Planet 51, feature work performed at award-winning companies like Double Negative, Scanline VFX, and Ilion Animation Studios.Head over to my Youtube channel to see more of my work and join my Discord!Hiện thêmẨn bớt",69%,25%,6%,0%,0%,Lần cập nhật gần đây nhất 4/2021,449.000 ₫,N/A,N/A,Thiết kế,3D & Hoạt hình,Hoạt hình 3D,5 phần,32 bài giảng,4 giờ 32 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/animate-a-professional-looking-jump-in-autodesk-maya/
1127,Photoshop advanced manipulation course - The great deer,The great deer Poster design | Adobe photoshop 2022,N/A,"Xếp hạng: 4,7/54,7 (23 xếp hạng)130 học viên","Nour DesignDigital artist, Youtuber4,6 xếp hạng giảng viên465 đánh giá6972 học viên12 khóa họcHi, I'm Nour. a passionate digital artist who cares most about creating awesome and epic visuals. I've also built my business around my YouTube channel ""Nour Design"" as an Instructor for advertising and social media designs. I'm also a dad to an awesome daughter. I've 7 years of experience in the field working with various clients and brands.",78%,9%,13%,0%,0%,Lần cập nhật gần đây nhất 8/2022,399.000 ₫,N/A,N/A,Thiết kế,Thiết kế & Minh họa đồ họa,Adobe Photoshop,1 phần,12 bài giảng,1 giờ 38 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/photoshop-advanced-manipulation-course-the-great-deer/
1128,Anime Academy: Costumes and Outfits,Your guide to drawing clothes for anime characters!,N/A,"Xếp hạng: 4,7/54,7 (29 xếp hạng)890 học viên","Christina Wu/DubellCharacter artist4,7 xếp hạng giảng viên6932 đánh giá82357 học viên11 khóa họcHello everyone! I am an artist that focuses on digital painting and character design. I want to encourage my students on creativity and have an eye for design. My main goal as an instructor is to give inspiration for beginner artists and help them by giving a simpler way of viewing drawing and for them to have fun with art!",79%,14%,7%,0%,0%,Lần cập nhật gần đây nhất 7/2022,1.109.000 ₫,N/A,N/A,Thiết kế,Thiết kế & Minh họa đồ họa,Anime,8 phần,24 bài giảng,8 giờ 12 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/anime-academy-costumes-and-outfits/
1129,Cinematic Photo Manipulation using Adobe Photoshop,The crime scene photo composite | Adobe photoshop 2024,N/A,"Xếp hạng: 4,7/54,7 (53 xếp hạng)285 học viên","Nour DesignDigital artist, Youtuber4,6 xếp hạng giảng viên465 đánh giá6972 học viên12 khóa họcHi, I'm Nour. a passionate digital artist who cares most about creating awesome and epic visuals. I've also built my business around my YouTube channel ""Nour Design"" as an Instructor for advertising and social media designs. I'm also a dad to an awesome daughter. I've 7 years of experience in the field working with various clients and brands.",68%,28%,4%,0%,0%,Lần cập nhật gần đây nhất 4/2023,399.000 ₫,N/A,N/A,Thiết kế,Thiết kế & Minh họa đồ họa,Adobe Photoshop,1 phần,15 bài giảng,3 giờ 50 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/photo-manipulation-using-photoshop-very-advanced/
